ID Caso,Fecha de Resolución,Contenido,Tipo de Resolución
1839,2025-04-01,Officia blanditiis aliquam officiis sit ipsam aut. Labore explicabo culpa officiis rerum et. Aspernatur dolore voluptate qui nemo.,Mediación Exitosa
1840,2024-03-27,Quaerat corporis optio beatae id amet totam.,Caso en Curso
1841,2024-04-28,Ad quas voluptatum assumenda repellat vitae occaecati quaerat. Perferendis est assumenda.,Sentencia Absolutoria
1842,2024-04-06,"Voluptatum repellendus aperiam laudantium minima.
Dolore sint omnis. Quidem delectus culpa eum dolorum quas alias.",Caso en Curso
1843,2024-02-22,Cupiditate voluptatibus rerum. Dolore reiciendis ipsa voluptatem esse adipisci molestiae iste. Mollitia voluptatum deleniti voluptates libero.,Caso en Curso
1844,2024-07-12,"Numquam corrupti quisquam. Alias unde temporibus atque nobis aspernatur.
Ea eos aspernatur deleniti rem. Veritatis doloribus at pariatur ad.",Caso en Curso
1845,2024-10-06,Eius doloremque nesciunt qui deleniti. Cumque doloribus excepturi ipsam exercitationem a.,Caso en Curso
1846,2023-01-02,Iure quaerat eligendi dolorum saepe minus corrupti accusantium. Possimus explicabo vel minus quibusdam nobis quod vitae.,Caso en Curso
1847,2024-08-03,Eius a voluptatum adipisci. Natus labore exercitationem quos consequuntur ducimus. Eligendi maiores quo molestiae.,Conciliación Judicial
1848,2023-06-12,Molestias provident fugiat assumenda atque. Esse tenetur vitae facere voluptas aliquam.,Caso en Curso
1849,2024-10-04,"Doloribus voluptate commodi distinctio dolor. Vel modi tempore quam libero mollitia autem.
Blanditiis asperiores excepturi odit velit natus.",Caso en Curso
1850,2023-04-13,Facilis facilis vel iste laborum eligendi. Quod id qui adipisci quia minima corrupti. Omnis rerum et suscipit saepe.,Caso en Curso
1851,2022-10-05,Laudantium voluptatem debitis aspernatur optio.,Caso en Curso
1852,2022-05-11,Culpa vero aperiam culpa. Accusantium porro magni cum ipsa. Possimus autem optio aliquid.,Caso en Curso
1853,2024-03-05,Unde odit itaque cum veritatis aut numquam. Fugit tenetur in.,Caso en Curso
1854,2023-07-21,"Necessitatibus ipsum non iure quibusdam modi. Quisquam rem quis cum ad.
Adipisci totam deserunt molestias eum. Eligendi harum quidem ipsum eaque.",Desistimiento del Demandante
1855,2023-07-28,Labore beatae iusto reiciendis. Doloremque nostrum ex totam. Dicta earum deserunt quisquam veritatis alias cupiditate.,Caso en Curso
1856,2025-05-01,Eveniet libero accusantium. Quis tempora tenetur aut esse enim qui.,Desistimiento del Demandante
1857,2023-05-17,Beatae praesentium qui ratione commodi.,Caso en Curso
1858,2025-04-01,Reprehenderit commodi est fuga. Laudantium voluptas consectetur laudantium error at.,Sobreseimiento
1859,2024-07-31,Vero dolorum dolorem aspernatur. A atque iure.,Mediación Exitosa
1860,2024-04-20,In nulla excepturi maxime. Possimus tempora dignissimos placeat. Maiores nisi autem quia.,Caso en Curso
1861,2025-04-17,Eos doloremque soluta accusantium nobis explicabo optio. Officiis eius tempora quibusdam inventore. Illo error enim neque natus cum at.,Caso en Curso
1862,2023-10-07,Ipsa debitis aliquam dolore exercitationem. Dolorum debitis alias optio architecto occaecati. Aliquam nisi voluptas sapiente.,Caso en Curso
1863,2023-01-26,Magni laboriosam sapiente. Ratione quisquam voluptatem magnam delectus nesciunt sit.,Sentencia Condenatoria
1864,2022-09-22,Aut blanditiis id accusamus. Quia reiciendis adipisci quaerat minus suscipit. Ipsum laboriosam itaque dolore eum.,Caso en Curso
1865,2025-01-11,Saepe quaerat optio hic laborum eaque. Rem tempora voluptates nobis ea. Reprehenderit neque natus labore laudantium ipsa praesentium eligendi.,Sentencia Absolutoria
1866,2022-02-05,Laudantium asperiores est corporis. Rerum expedita expedita labore. Nam impedit ipsa possimus ex. Animi nesciunt est odit sit occaecati sequi.,Caso en Curso
1867,2025-05-24,Vel optio sunt laborum odio quam quibusdam. Architecto voluptatum eligendi sunt voluptatem eos id.,Caso en Curso
1868,2022-11-19,Sit fugit enim amet tempore. Quam nisi fuga.,Caso en Curso
1869,2022-10-06,Id reiciendis laudantium expedita maxime. Repellat dolore itaque exercitationem provident laborum blanditiis quas. Sint omnis in suscipit eum unde.,Sentencia Absolutoria
1870,2023-11-13,"Autem ab deleniti eum tenetur a fuga.
Distinctio veniam provident possimus. Odit iste ducimus doloremque. Ad quos rem ratione odio soluta.",Caso en Curso
1871,2024-02-03,Excepturi voluptate minima nesciunt voluptate quod explicabo. Ipsum iure a dolores.,Caso en Curso
1872,2024-11-03,Quis rerum nisi accusamus provident. Facere commodi laboriosam magni quasi. Eveniet veniam maxime sed tempora.,Desistimiento del Demandante
1873,2024-02-21,Molestiae minima quis odio. Culpa natus natus quibusdam quam. Earum dolorum praesentium doloremque natus.,Caso en Curso
1874,2024-09-27,Minus laudantium minus error. Doloremque at at voluptates quisquam.,Multa o Sanción
1875,2024-09-26,Praesentium id eveniet eaque. Vitae expedita soluta quidem accusantium nulla. Ad reprehenderit explicabo rem.,Caso en Curso
1876,2023-12-12,Quisquam doloribus repellat qui animi corporis. Perferendis atque suscipit consequuntur.,Conciliación Judicial
1877,2025-02-28,"Sequi ex explicabo facere iste. Esse velit magni.
Quo quos hic iusto rem beatae. Quibusdam nulla maxime eveniet.
Nihil ab molestias ex repellat.",Caso en Curso
1878,2023-05-06,Provident inventore reiciendis consequatur mollitia debitis temporibus. Quibusdam quia ad distinctio doloremque pariatur.,Caso en Curso
1879,2024-07-23,Assumenda cum nobis architecto. Vero magnam inventore beatae aperiam ullam quae quaerat. Quidem corporis maiores quo ad sapiente.,Sentencia Condenatoria
1880,2023-11-11,Rerum velit reiciendis soluta amet quam. Facilis laudantium est dolores consequatur ipsam corporis.,Caso en Curso
1881,2024-11-10,Explicabo officiis iusto voluptates dolorum fuga. Corporis labore unde at numquam aspernatur alias.,Caso en Curso
1882,2025-03-28,Nihil nostrum quod expedita exercitationem. Modi omnis quaerat in molestiae sed. Voluptatum maxime iure.,Desistimiento del Demandante
1883,2023-10-26,Eligendi magni saepe non reiciendis. Officia reprehenderit quibusdam atque iusto exercitationem nesciunt.,Caso en Curso
1884,2024-02-12,Amet quam eum veniam nesciunt magnam voluptates nihil. Magnam aliquam voluptas possimus. Omnis itaque eos.,Caso en Curso
1885,2024-07-01,Dolorem cum natus possimus. Dolor modi mollitia exercitationem expedita delectus. Suscipit tempora reiciendis voluptatibus eaque nihil temporibus.,Mediación Exitosa
1886,2023-02-08,Placeat odio beatae eos voluptas modi possimus. Pariatur earum nemo distinctio. Enim impedit natus quae perspiciatis.,Caso en Curso
1887,2023-04-30,Fugiat asperiores esse aliquid repudiandae optio. Nihil sapiente rerum aperiam. Ipsam doloremque iste alias soluta recusandae.,Caso en Curso
1888,2024-04-15,Incidunt eligendi aliquid sunt. Explicabo minima laborum quas nisi ab labore. Autem quidem corporis ratione.,Caso en Curso
1889,2024-08-28,"Corporis in dolores maxime iste. Maxime iure praesentium iste voluptates dolorum.
Est expedita fugiat ullam fugiat. Sit nobis amet.",Caso en Curso
1890,2023-04-08,Ipsa ex eum possimus accusantium sint officia accusantium. Quis et nemo accusantium recusandae praesentium.,Caso en Curso
1891,2022-05-01,Quas odio sint voluptates. Reiciendis natus quod natus dolore rerum quis.,Caso en Curso
1892,2023-05-21,Aspernatur quidem nostrum. Rem in nesciunt molestiae. Modi dicta recusandae neque animi.,Caso en Curso
1893,2023-10-04,Optio dolor debitis tenetur aliquam facere. Labore optio modi modi illum ea. Suscipit dolor doloribus sequi quasi aspernatur dolor.,Caso en Curso
1894,2022-04-18,Sunt nesciunt veniam explicabo. Voluptas voluptas hic voluptatibus. Aspernatur quod ea ullam.,Desistimiento del Demandante
1895,2023-12-17,Deleniti nisi nihil accusamus corporis. Quibusdam odit nihil voluptatum optio praesentium nemo. Dolore odio ullam.,Caso en Curso
1896,2024-07-24,Neque animi tempore voluptatibus nobis quas cupiditate. Commodi nemo perferendis. Incidunt eos maxime sed neque.,Caso en Curso
1897,2024-06-06,Nam autem illum error. Veritatis similique molestiae excepturi cum. Sit modi distinctio expedita blanditiis aperiam.,Caso en Curso
1898,2025-04-16,"Dolorum modi quam officiis quos magni. Consectetur adipisci itaque.
Sunt ea nulla doloribus numquam aliquam repudiandae.",Archivo por Falta de Pruebas
1899,2023-06-01,Eaque quos rem consectetur voluptatibus. Aspernatur consequuntur rerum consequatur labore.,Resolución Administrativa
1900,2025-05-15,"Architecto laudantium molestias quod nam. Quos explicabo totam quis. Inventore nemo dolorum blanditiis cum.
Iusto velit voluptas nostrum.",Sentencia Absolutoria
1901,2022-05-13,Officiis doloribus cupiditate tempore qui placeat. Reprehenderit odit optio dolores eveniet.,Conciliación Judicial
1902,2024-07-12,Ex quibusdam enim possimus eligendi iste totam. Saepe voluptatum vero facilis. Minima nostrum vero necessitatibus repellendus eveniet quis totam.,Caso en Curso
1903,2021-06-17,Inventore ratione praesentium amet. Laudantium repudiandae voluptatem dolorum rerum nulla inventore harum.,Caso en Curso
1904,2025-01-25,Maiores a veniam doloremque. Iusto nobis consectetur. Iusto earum beatae aliquid nam inventore.,Caso en Curso
1905,2024-12-28,Sunt quo iure possimus delectus. Dolor accusantium occaecati expedita ducimus sapiente. Repudiandae at magni totam.,Caso en Curso
1906,2024-07-29,Quia non vero impedit facilis vitae voluptatem labore. Laborum porro iure dicta. Nostrum voluptas quaerat nesciunt fuga.,Resolución Administrativa
1907,2025-02-10,Earum maiores molestiae earum consectetur nobis. Consectetur sit accusantium vel esse error. Occaecati tenetur fugit maiores.,Caso en Curso
1908,2020-12-05,Reprehenderit earum fuga commodi omnis atque ut deserunt. Quasi nihil beatae hic dolorum.,Caso en Curso
1909,2024-02-16,"Eaque cupiditate officiis numquam cupiditate quasi eligendi esse.
Ab voluptatum animi magni quia.",Caso en Curso
1910,2025-02-02,Nobis nam dicta dolorem aspernatur. Vel repellat dolore commodi autem nisi.,Caso en Curso
1911,2022-04-08,"Omnis delectus tempora laudantium. Eaque est voluptatibus esse temporibus fugiat quod.
Illum ipsa iusto dicta. Quae voluptate unde veniam accusamus.",Caso en Curso
1912,2023-09-10,Consectetur doloribus ipsa aperiam inventore eum. Repellat dignissimos ducimus eius occaecati tempora beatae.,Caso en Curso
1913,2025-02-01,Iure neque expedita suscipit ut voluptatibus. Iure iste at voluptas consectetur eaque voluptatibus.,Mediación Exitosa
1914,2023-05-26,Distinctio nesciunt consequatur eveniet odio. Ut modi repellat eaque voluptates veritatis.,Caso en Curso
1915,2025-03-21,Culpa culpa necessitatibus est architecto laudantium. Cupiditate aliquam nobis fugit enim laborum impedit saepe. Aliquam odit dolorum optio.,Caso en Curso
1916,2023-12-11,Deleniti vitae tenetur ratione doloremque expedita. Tenetur non vel accusamus eius cupiditate alias.,Caso en Curso
1917,2024-01-04,Voluptates est laboriosam sed labore reiciendis maiores. Consectetur soluta totam officiis corrupti.,Desistimiento del Demandante
1918,2022-01-08,"Occaecati tempora nemo earum. Amet non architecto.
Est provident amet exercitationem voluptates soluta. Tempore pariatur a cum.",Sobreseimiento
1919,2021-09-16,Neque deserunt incidunt delectus optio velit. Quae quam maxime corporis eligendi sint facilis ex.,Caso en Curso
1920,2024-02-06,Qui officia consequatur animi voluptatem at dignissimos. Distinctio eveniet harum similique excepturi sed.,Caso en Curso
1921,2024-04-06,Corporis libero repellendus voluptatem sed. Debitis ea voluptatum quaerat consequatur animi. Voluptas alias nam iure ipsa recusandae ullam.,Caso en Curso
1922,2022-07-30,"Optio laudantium at odit distinctio. Facilis sed nobis eius aperiam rerum.
Dolore quasi nesciunt quasi cumque minus sit.",Caso en Curso
1923,2024-09-25,Aperiam exercitationem quo doloribus. Recusandae deserunt laudantium molestiae quis. Optio quis ducimus animi officia soluta.,Caso en Curso
1924,2024-08-31,Nesciunt nam sunt quisquam. Temporibus reiciendis tempore. Omnis autem maiores modi quo hic.,Caso en Curso
1925,2025-03-04,Quisquam minima sequi dolor ipsam architecto possimus.,Multa o Sanción
1926,2024-12-08,Provident a nam cupiditate atque. Officiis sint aspernatur fugiat perferendis. Fugit id ea excepturi quis magnam alias.,Caso en Curso
1927,2025-04-29,Laboriosam voluptatibus illum maxime itaque quaerat. Optio nemo facilis reiciendis. Dolore facilis eveniet.,Caso en Curso
1928,2024-12-31,"Rerum vitae sapiente aspernatur nisi vel vel.
Ut magnam quasi. Incidunt sunt aliquid nostrum.
Natus omnis sit quis. Dolorem quos iste.",Caso en Curso
1929,2022-07-03,Animi repellat numquam accusamus. Saepe eum accusantium quis voluptatum similique laboriosam error.,Caso en Curso
1930,2024-09-04,Odio sequi cum dignissimos. Enim laudantium optio. Architecto ipsa aut porro quam. Consequatur ut tempora delectus culpa neque similique.,Mediación Exitosa
1931,2022-07-02,Illum similique laboriosam blanditiis consequuntur. Ullam libero at provident. Iure voluptatibus commodi itaque magni nesciunt.,Desistimiento del Demandante
1932,2024-12-23,Omnis nisi nulla. Ipsam fuga quaerat reiciendis reprehenderit saepe animi. Quaerat vitae accusantium recusandae. Nostrum id in.,Sentencia Absolutoria
1933,2025-03-17,Est quam rem totam. Similique libero omnis repellendus suscipit natus.,Caso en Curso
1934,2024-06-08,Quae quae ratione non animi vel voluptatem. Eligendi iusto provident animi recusandae. Praesentium beatae ullam laboriosam sequi inventore.,Caso en Curso
1935,2023-05-14,Deleniti autem magnam dolorum ipsum magni aut. Esse culpa expedita error sunt cum suscipit. Tempore repudiandae hic beatae ad.,Desistimiento del Demandante
1936,2024-12-07,Assumenda quisquam ab id sed nemo necessitatibus. Eaque voluptatibus est hic quia velit.,Sobreseimiento
1937,2025-04-07,Laboriosam excepturi nihil odio necessitatibus recusandae ea blanditiis. Totam nihil aperiam. Ab fuga iste libero.,Archivo por Falta de Pruebas
1938,2024-06-13,Sed veniam est consequatur reprehenderit sed libero. Quis sequi nobis vel suscipit. Accusamus fuga amet dolorum similique deleniti laudantium.,Caso en Curso
1939,2021-05-06,Nulla ipsam praesentium in eum officiis. Laudantium inventore eligendi impedit perspiciatis excepturi.,Caso en Curso
1940,2024-12-28,Distinctio atque blanditiis. Ipsum optio optio minima corporis ipsa dolorum veniam.,Caso en Curso
1941,2024-12-11,Minima dolor quod laborum. Harum ipsam vel ipsa. Veritatis ratione aut totam aperiam dolorem.,Caso en Curso
1942,2024-04-13,Tenetur quasi quisquam. Libero vel voluptatum enim rerum porro autem. Nihil tenetur quam at.,Resolución Administrativa
1943,2023-10-11,Distinctio illo explicabo ullam. Tenetur illo blanditiis. Laboriosam ad odit eligendi esse magnam qui atque. At doloremque amet quas.,Caso en Curso
1944,2024-12-26,Necessitatibus architecto a nobis incidunt dolorum. Maxime blanditiis at asperiores iste sequi labore. Perspiciatis ad repellat animi soluta.,Caso en Curso
1945,2024-09-02,Inventore itaque adipisci. Reprehenderit nostrum odio iusto repellat deserunt.,Recurso Denegado
1946,2024-07-11,Quos fugiat eius ad dicta maiores amet. Fugit maiores doloribus iusto esse consequatur.,Caso en Curso
1947,2023-12-23,Inventore non iste eos dolores deleniti. Esse assumenda corrupti voluptates aliquid. Sed quasi at nulla.,Acuerdo Extrajudicial
1948,2024-01-30,Dignissimos aut deserunt. Recusandae expedita impedit eligendi. Fugiat fuga velit dolor.,Recurso Denegado
1949,2025-05-09,Blanditiis fuga tempora consectetur non nesciunt. Sunt rem laudantium eos voluptate quia officiis. Dolorum sit ex adipisci.,Caso en Curso
1950,2023-02-17,Totam impedit perspiciatis repellat libero. Soluta perspiciatis placeat sequi. Excepturi iusto veritatis ex.,Caso en Curso
1951,2024-07-19,Veritatis quo provident debitis.,Caso en Curso
1952,2024-07-19,Temporibus a id dignissimos et reprehenderit voluptatibus maxime. Hic nam exercitationem maxime aut cumque.,Caso en Curso
1953,2024-06-04,Dolorem a optio. Earum impedit iusto asperiores at odio error asperiores. Ut nemo nulla voluptates dolor cum.,Caso en Curso
1954,2024-02-28,Doloremque neque ea officiis odio. A qui aliquid incidunt. Dolore fugit eos consectetur animi tempora recusandae.,Acuerdo Extrajudicial
1955,2024-12-11,Quasi corrupti impedit ipsam totam nesciunt accusamus. Dolore voluptatem commodi eius laborum ad.,Caso en Curso
