ID Caso,Tipo de Documento,Fecha de Emisión,Resumen
1139,Escrito de defensa,2023-04-12,Reprehenderit officia tempore porro laudantium totam nobis. Ea tenetur illo et odio.
1140,Resolución,2024-08-20,Fuga fugiat facilis aperiam. Eius quis ea ratione saepe vero tempora.
1141,Resolución,2023-07-14,Aut delectus corporis commodi perspiciatis. Sed numquam molestiae ex tenetur molestiae architecto.
1142,Resolución,2023-08-20,Inventore dicta ipsa. Dolore mollitia culpa necessitatibus reiciendis.
1143,Escrito de defensa,2024-03-21,Sed placeat quae omnis quae eius ullam.
1144,Demanda,2023-09-25,Nostrum incidunt eos dicta qui natus dignissimos. Dolor nemo pariatur omnis magni optio.
1145,Prueba,2021-01-03,In magnam doloremque quis. Quidem quod veniam.
1146,Demanda,2023-02-13,Veniam iure quia ullam. Suscipit porro dolor eveniet.
1147,Escrito de defensa,2020-10-18,Error animi quas cumque nemo earum officia dignissimos. Dolor repellat cum corrupti.
1148,Demanda,2020-06-06,Et facilis reprehenderit quidem sed velit alias.
1149,Escrito de defensa,2022-12-25,Architecto inventore explicabo itaque libero. Laborum odio modi aperiam fuga.
1150,Prueba,2022-06-13,Dicta cum quos numquam consectetur. Nihil quos adipisci aut.
1151,Demanda,2024-02-16,Error voluptas quia voluptatem ex. Distinctio error aliquid perferendis nam aut veritatis.
1152,Escrito de defensa,2023-08-23,Esse ducimus mollitia animi. Atque ullam vero vitae iusto. Modi aspernatur dolor optio.
1153,Resolución,2023-04-03,Voluptatibus dolorum repudiandae quo. Ut illum ad magnam culpa repellat.
1154,Prueba,2022-11-11,Necessitatibus accusamus dicta nemo doloribus dolorum. Assumenda voluptatum quo delectus eligendi.
1155,Prueba,2024-07-18,Repellat ullam consectetur ipsam quos repellat. Voluptatem sapiente maxime ab beatae.
1156,Prueba,2023-07-19,Ducimus tempore id id aperiam. Laudantium quod laborum.
1157,Resolución,2023-12-07,Unde culpa maxime cum voluptas necessitatibus modi. Id velit optio occaecati.
1158,Resolución,2020-12-02,Illo recusandae dolorum optio aliquid. Nulla quam repellendus.
1159,Demanda,2023-06-20,Itaque odio ut dicta nam fugit. Ullam minus necessitatibus delectus deserunt nesciunt.
1160,Prueba,2024-04-15,Repudiandae velit aliquid vero esse eius. Eligendi assumenda porro laboriosam et qui soluta autem.
1161,Prueba,2024-06-07,Alias mollitia excepturi hic. Enim qui impedit similique delectus debitis.
1162,Resolución,2024-05-10,Dolorum porro aliquid velit. Ullam quia harum nam. Dignissimos adipisci eligendi.
1163,Demanda,2024-08-08,Iusto illo rem aspernatur. Rerum magni architecto assumenda officia.
1164,Escrito de defensa,2022-08-30,Exercitationem facilis amet quia placeat reprehenderit officiis. Quos velit eaque error aut.
1165,Prueba,2024-06-29,Sapiente voluptatum porro placeat sed odit totam.
1166,Resolución,2022-10-30,Voluptate et dolorum alias.
1167,Resolución,2023-07-26,Ipsa nihil iusto eveniet eius deserunt adipisci. Laboriosam consequatur dolore vel rerum quae.
1168,Demanda,2021-03-01,Voluptate ea nemo est deleniti tempore excepturi.
1169,Demanda,2024-06-15,Quidem quod maxime corrupti hic. At sint temporibus. Cumque commodi voluptatum fugit nisi iste eos.
1170,Escrito de defensa,2024-10-15,Excepturi culpa nemo rerum distinctio nesciunt. Suscipit rem magni dolores.
1171,Resolución,2022-12-16,Vitae at soluta natus rerum voluptatem quasi sed. Nostrum corrupti delectus rerum.
1172,Escrito de defensa,2021-08-25,Quae accusantium dignissimos recusandae. Expedita nesciunt voluptatibus quod veritatis aliquid.
1173,Escrito de defensa,2024-02-17,Libero ullam inventore enim nisi dolores optio. Debitis a amet quas impedit aliquid placeat.
1174,Demanda,2022-08-17,Aliquam voluptates ut mollitia nesciunt. Asperiores illo quia eos voluptatibus hic.
1175,Resolución,2022-09-24,Error sed error. Quam quae atque sit minima quis.
1176,Escrito de defensa,2024-06-20,Tempora totam minima ut natus ullam. Labore eligendi necessitatibus ad. Laborum molestias ex quis.
1177,Prueba,2023-10-13,Velit voluptate ipsum.
1178,Escrito de defensa,2024-04-06,In tempora corrupti vero saepe ut quod. Est quae provident quibusdam minima ullam.
1179,Resolución,2021-04-16,Repellendus itaque nulla voluptates. Non illo incidunt repellat modi iste quaerat.
1180,Demanda,2024-07-01,Expedita facilis dolor doloribus quae quae. Excepturi aspernatur porro dolorem at numquam omnis.
1181,Prueba,2024-01-19,Eius tenetur laudantium illum quam eum. Possimus suscipit praesentium ipsum.
1182,Escrito de defensa,2022-05-26,Maiores recusandae harum consectetur. Sunt dicta nisi minus autem dolorem ducimus.
1183,Resolución,2024-10-06,Optio ad enim ipsum omnis facere quam. Quisquam exercitationem mollitia aut fugiat magnam eos quos.
1184,Escrito de defensa,2023-06-14,Vitae amet nulla earum ducimus. Beatae suscipit corporis fuga asperiores corporis ipsum.
1185,Resolución,2022-05-30,Odio autem aliquam sequi.
1186,Escrito de defensa,2023-11-06,Earum ad ad eum maxime incidunt. Sequi amet pariatur officia. Expedita ut eveniet eligendi.
1187,Demanda,2023-04-18,Assumenda earum similique nulla quod. Iste tempora consequuntur laborum debitis ad quibusdam et.
1188,Escrito de defensa,2021-04-22,Odit voluptates incidunt ratione pariatur. Et dicta magnam enim non.
1189,Demanda,2022-02-16,Et quidem veritatis qui porro aut. Temporibus inventore ea iure.
1190,Demanda,2023-11-03,Suscipit totam reiciendis quos eum pariatur vel. Nisi earum in veniam.
1191,Resolución,2022-12-29,Voluptates assumenda sapiente. Mollitia quasi excepturi magni nostrum laudantium vel aliquam.
1192,Prueba,2024-01-24,Quos autem iure eius a dolorum amet. Vero iusto ullam id.
1193,Resolución,2023-10-20,Maiores eligendi animi natus. Similique consequatur placeat placeat debitis incidunt ab.
1194,Resolución,2024-02-10,Magni iusto deserunt atque reprehenderit sint. Nisi ipsam vel assumenda.
1195,Resolución,2023-07-17,Eius doloremque odit quam. Consectetur quos culpa molestiae suscipit. Quod harum dolorum natus.
1196,Demanda,2024-10-06,Consequatur ducimus nihil non id distinctio. Dolore rem voluptatibus aperiam reiciendis.
1197,Prueba,2024-05-18,Dolorum nam quaerat beatae officia. Alias ab minima.
1198,Escrito de defensa,2024-11-24,Tenetur amet necessitatibus dicta minima veniam. Dolor ipsam dignissimos expedita libero.
1199,Resolución,2021-03-08,Accusamus molestias at natus aperiam omnis. Laudantium impedit ipsam doloremque.
1200,Resolución,2022-08-20,Fuga sapiente repellendus id eum. Voluptas reprehenderit at nisi eius.
1201,Escrito de defensa,2022-09-24,Vitae illo laudantium ea minima. Asperiores vitae sunt culpa.
1202,Resolución,2023-12-01,Animi rerum recusandae deleniti iure ipsum. Qui tempore porro nobis.
1203,Prueba,2022-07-22,Blanditiis earum expedita adipisci.
1204,Escrito de defensa,2024-11-12,Dolores sequi eveniet repellendus vel.
1205,Prueba,2023-06-23,Possimus maxime dolorum facilis.
1206,Escrito de defensa,2024-02-06,Asperiores facilis deserunt ipsum cum similique. Dolore cumque enim aliquam.
1207,Prueba,2024-09-03,Non natus voluptate dicta. Numquam illum amet aut quae modi.
1208,Prueba,2022-02-03,Enim ipsam suscipit inventore eum quam perferendis. Dolorum enim fuga et.
1209,Escrito de defensa,2025-01-16,Quo animi fuga eius repellendus ullam. Dignissimos dolorum temporibus molestias.
1210,Resolución,2022-01-08,Eos occaecati soluta ipsa. Aliquid atque officiis esse. Sint incidunt perspiciatis nam.
1211,Prueba,2022-11-10,Vel illum illum voluptatum corrupti repellat. Error inventore velit aliquam rerum vel omnis.
1212,Demanda,2023-02-24,Pariatur dolorum eius. Iure corrupti dolor voluptate quidem. Atque at iure asperiores possimus.
1213,Escrito de defensa,2022-08-19,Praesentium repellendus porro.
1214,Prueba,2023-07-17,Ex sit voluptas facilis ullam rerum. Sunt vel enim ipsum unde at voluptatum asperiores.
1215,Escrito de defensa,2024-03-17,Earum dolores pariatur dolores esse. Autem earum est molestiae cum. Illo ex quas labore sit.
1216,Resolución,2024-09-01,Ullam sit quis odit occaecati. Molestias ipsum repudiandae odio. In sequi eligendi possimus rerum.
1217,Demanda,2024-06-24,A a expedita cum quasi dolorem. Consequuntur architecto laborum voluptas enim.
1218,Escrito de defensa,2024-03-06,Aliquam magnam tempore distinctio quia.
1219,Resolución,2024-01-19,In adipisci necessitatibus possimus hic. Consequatur blanditiis adipisci aperiam.
1220,Escrito de defensa,2022-07-06,Illo tempore quasi. Fugiat consequatur dicta.
1221,Prueba,2022-03-26,Eligendi quasi quisquam possimus. Aliquid beatae expedita quibusdam amet.
1222,Prueba,2023-03-15,Laborum nisi incidunt laudantium. Dolorum esse quaerat autem mollitia rem facilis.
1223,Escrito de defensa,2023-12-03,Temporibus iusto adipisci. Veniam quod atque veritatis animi similique.
1224,Resolución,2024-08-26,Consectetur quod labore quasi quidem neque. Officia porro reprehenderit temporibus maiores a.
1225,Prueba,2021-04-13,Laborum doloremque illo enim exercitationem. Necessitatibus sapiente veritatis officia quae vero.
1226,Demanda,2022-08-14,Doloremque dolorem vitae earum id laborum.
1227,Escrito de defensa,2022-12-17,Temporibus fuga quod quod amet soluta provident.
1228,Escrito de defensa,2024-02-13,Nisi maiores itaque delectus assumenda possimus.
1229,Resolución,2024-04-24,Asperiores dolore cumque accusamus natus distinctio aut deleniti. Perferendis corrupti quia.
1230,Demanda,2021-12-10,Consectetur reprehenderit veniam minima. Doloribus nihil ad similique maxime ea.
1231,Prueba,2024-10-06,Perferendis reprehenderit sequi in aperiam necessitatibus. Quae non nostrum nemo.
1232,Prueba,2024-08-18,Non maiores fugiat nulla perspiciatis. Error sequi incidunt dolores nisi.
1233,Resolución,2021-01-23,Tempora hic iure esse. Molestiae a sequi debitis.
1234,Prueba,2024-03-31,"Velit eius dolore debitis. Expedita quos voluptatibus sint nobis minus.
Corrupti nisi ullam."
1235,Resolución,2023-09-29,Voluptate nobis magnam fuga. Totam minus nihil quisquam.
1236,Demanda,2021-09-17,Necessitatibus illo doloribus voluptate officiis. Asperiores ipsa aliquid doloremque.
1237,Demanda,2022-10-22,Distinctio omnis nesciunt alias. Ut error ea tenetur. Sint est eaque harum natus.
1238,Demanda,2022-10-21,Libero id molestiae. Magni accusantium a nostrum nesciunt fugit voluptate.
1239,Demanda,2023-09-06,Omnis saepe quia. Similique in nisi excepturi rerum dolorum reprehenderit. Magnam quisquam nulla.
1240,Demanda,2024-05-04,In iusto ex fugit ratione. Quas praesentium molestiae natus excepturi asperiores doloribus.
1241,Prueba,2023-08-21,Vitae esse voluptatem minima aperiam corporis ipsam. Magni nam mollitia.
1242,Escrito de defensa,2022-05-08,Quod porro dolore laudantium beatae totam. Aspernatur commodi at possimus.
1243,Demanda,2024-11-25,Necessitatibus libero excepturi illo sequi totam excepturi. Explicabo odio amet id totam.
1244,Demanda,2024-07-29,Reprehenderit perferendis enim iure consequuntur. Amet recusandae repellendus non eos.
1245,Resolución,2023-09-23,Nisi magnam sint amet neque odio. Mollitia tempora natus eius accusantium necessitatibus sint.
1246,Demanda,2020-12-15,Quis quasi ab commodi ad. Eligendi magnam eos sunt.
1247,Demanda,2024-03-08,Dolores ea in sapiente provident sapiente. At sed neque.
1248,Resolución,2022-04-18,Quia earum quis aspernatur inventore corrupti praesentium. Iste temporibus ratione nihil.
1249,Demanda,2021-07-05,Natus cum illo maxime eum iusto molestiae. Alias neque tenetur est.
1250,Prueba,2021-07-15,Laboriosam unde voluptates modi veritatis deserunt eligendi. Ipsam quas saepe quam.
1251,Escrito de defensa,2021-01-10,Aperiam accusamus quia. Suscipit sed iusto quaerat.
1252,Resolución,2023-12-21,Esse harum architecto debitis facere. Perferendis blanditiis ratione assumenda adipisci laudantium.
1253,Escrito de defensa,2024-06-03,Voluptas ad neque tempora ut voluptatibus. Molestiae ut provident et quas autem.
1254,Escrito de defensa,2022-07-31,Beatae ipsa odio debitis hic quaerat. Deleniti eaque facere delectus voluptate dolor.
1255,Demanda,2023-02-26,Fugit qui sapiente corrupti corporis repudiandae. Dignissimos earum illo quod.
1256,Demanda,2024-03-29,Natus tempore non cum minus corrupti. Nobis cumque qui magni.
1257,Escrito de defensa,2023-03-01,Similique facere necessitatibus quaerat. Neque esse quisquam sunt dolorum.
1258,Resolución,2022-09-12,Cumque dolorum aliquid eveniet recusandae iste aliquam.
1259,Demanda,2023-04-12,Enim tempora libero alias voluptate eos.
1260,Demanda,2022-07-03,Minima totam veritatis. Exercitationem nobis eveniet. Commodi atque nulla sit.
1261,Escrito de defensa,2020-10-09,Quia impedit minus dolores. Quos illo rerum cumque ad odio maxime.
1262,Prueba,2022-04-07,Eius blanditiis corrupti labore aliquid eos. Nisi saepe neque ad odit impedit ullam.
1263,Escrito de defensa,2023-06-27,Officiis iure laborum ipsum asperiores dolor.
1264,Demanda,2024-09-21,Fugiat quia praesentium incidunt repudiandae incidunt.
1265,Escrito de defensa,2023-03-30,Fugit quis repellendus natus. Minus accusantium assumenda saepe mollitia. Ad vel dolor maiores.
1266,Resolución,2022-09-21,Culpa soluta praesentium.
1267,Demanda,2022-09-20,Molestias iure quos. Hic veritatis perspiciatis non voluptates veniam incidunt.
1268,Prueba,2024-07-13,Nulla recusandae similique quis tenetur voluptate. Ab quidem debitis vel perspiciatis.
1269,Demanda,2021-12-13,Ut quasi laudantium ullam. Ea sit perferendis praesentium pariatur a.
1270,Escrito de defensa,2022-04-19,Reiciendis non unde ipsam recusandae. Commodi laboriosam pariatur atque.
1271,Prueba,2022-12-15,Modi quo beatae nostrum sequi harum quae. Omnis eligendi veniam provident iure sed inventore.
1272,Demanda,2022-07-08,Earum soluta a quos id libero sint nihil. Ex tempore architecto maiores iure.
1273,Demanda,2024-05-24,Accusantium aliquid velit maxime hic. Repudiandae non voluptatum vitae adipisci explicabo.
1274,Escrito de defensa,2023-12-23,Repudiandae adipisci non praesentium. Doloremque molestias neque eveniet sapiente voluptas.
1275,Escrito de defensa,2023-10-07,Illum placeat animi minus suscipit veniam rem.
1276,Escrito de defensa,2021-12-26,Cupiditate quasi nulla ratione tempore optio eum. Asperiores veniam veritatis quidem.
1277,Prueba,2020-12-26,Optio animi saepe. Eius repudiandae blanditiis dolorum.
1278,Escrito de defensa,2020-12-26,Iste ducimus dicta id vitae. Occaecati omnis ea soluta earum.
1279,Resolución,2024-04-06,Illo illum distinctio amet excepturi.
1280,Escrito de defensa,2023-09-05,Ea amet inventore ullam. Minima sapiente similique delectus.
1281,Demanda,2020-09-15,Repellat aliquam ab.
1282,Demanda,2023-03-11,Doloribus commodi mollitia. Sapiente minima possimus totam itaque explicabo.
1283,Escrito de defensa,2023-03-16,Cum unde odit earum pariatur. Ad voluptas officiis quod explicabo reprehenderit aut.
1284,Demanda,2023-05-16,Enim accusamus ducimus molestiae tenetur. Explicabo eius maiores.
1285,Prueba,2021-11-03,Qui facilis repellendus quos quos.
1286,Escrito de defensa,2023-09-07,Expedita suscipit alias non autem temporibus vitae.
1287,Resolución,2023-07-10,Officiis in animi maxime. Delectus atque veritatis mollitia inventore distinctio.
1288,Demanda,2024-11-07,Ex neque pariatur assumenda.
1289,Resolución,2023-12-20,Soluta praesentium quisquam eveniet eum ea. Asperiores iste sapiente debitis.
1290,Demanda,2023-11-02,Quaerat iste molestiae est. Animi nemo eos nam inventore magnam.
1291,Prueba,2022-01-31,Rem nisi quidem hic ipsam nobis laboriosam. Non maxime magni. Ullam culpa sunt.
1292,Demanda,2022-02-01,Animi cupiditate aliquam optio asperiores ipsam. Eaque consectetur natus.
1293,Prueba,2020-11-02,Quae voluptatum ipsum ad iusto. Accusantium eveniet illum voluptatibus deserunt.
1294,Prueba,2020-10-23,Voluptatum a reiciendis. Reprehenderit expedita neque accusamus omnis.
1295,Prueba,2021-05-02,Provident similique tempore placeat sunt. Amet quasi facere nihil. Quae molestiae modi atque totam.
1296,Demanda,2024-05-10,Officia fugiat dignissimos quam non. Consequuntur inventore in porro. Ex iste cum.
1297,Escrito de defensa,2023-02-26,Cumque eius consectetur. Minima maiores consequuntur non aspernatur nulla quos.
1298,Prueba,2024-05-26,Quas dolorum ab dolorum animi deserunt debitis. Maxime odit repudiandae tempora odit.
1299,Resolución,2022-01-04,Suscipit ut saepe vero eligendi non. Assumenda qui at. Mollitia aspernatur et earum.
1300,Resolución,2024-01-19,Earum alias quidem fugit accusantium facere voluptas. Eius debitis possimus rem aliquid nulla.
1301,Resolución,2023-09-29,Fugit corporis pariatur laboriosam at quia blanditiis. Unde odio modi magnam non. Ipsa libero ad.
1302,Demanda,2024-03-27,Qui qui dolorem possimus pariatur aliquid.
