ID Caso,ID Cliente,ID Abogado,Descripción,Estado,Fecha de Inicio,Fecha de Resolución,Rama Legal,Resultado,Tipo de Caso
1634,311,17,Ipsa vero excepturi eaque aspernatur sapiente deleniti numquam.,Cerrado,2022-12-11,2024-08-12,Administrativo,Ganado,Contratación pública
1635,270,29,Quibusdam voluptas voluptates tenetur praesentium illo.,Abierto,2020-10-20,2023-11-11,Internacional Privado,Pendiente,Reconocimiento de sentencias extranjeras
1636,7,6,Dolorem quod aliquid repudiandae voluptatibus sit laborum.,Cerrado,2020-08-03,2022-10-14,Civil,Ganado,Propiedad y posesión
1637,365,32,Quas nobis nostrum dignissimos.,Abierto,2023-09-04,2023-09-21,Ambiental,Pendiente,Sanción ambiental
1638,779,45,Tenetur recusandae dolores quos qui fugiat repudiandae.,En proceso,2022-04-05,2025-05-22,Notarial y Registral,Pendiente,Registro de propiedad
1639,992,14,Voluptates possimus dolore repellendus vitae occaecati exercitationem praesentium.,En proceso,2022-08-11,2024-06-19,Mercantil,Pendiente,Registro de marca
1640,475,11,Cum cum adipisci id maiores.,Cerrado,2022-11-03,2024-08-16,Laboral,Acuerdo,Reinstalación
1641,804,31,Ut dicta hic commodi.,En proceso,2020-11-30,2023-02-12,Internacional Privado,Pendiente,Contrato internacional
1642,606,32,Quo aspernatur suscipit deserunt possimus.,Abierto,2022-03-09,2022-04-25,Ambiental,Pendiente,Evaluación de impacto ambiental
1643,860,8,Nesciunt fuga dolorem.,Cerrado,2022-08-25,2024-09-28,Civil,Perdido,Daños y perjuicios
1644,238,41,Et ullam culpa suscipit quaerat laudantium.,Abierto,2022-04-14,2024-06-23,Familia,Pendiente,Adopción
1645,712,21,Magnam tenetur illum ipsum.,En proceso,2021-09-07,2022-07-22,Constitucional,Pendiente,Violación de derechos fundamentales
1646,991,44,Nemo at voluptate impedit pariatur.,Cerrado,2021-05-17,2022-09-14,Notarial y Registral,Acuerdo,Legalización de documentos
1647,60,41,Quisquam ex delectus exercitationem iusto provident.,Cerrado,2022-04-06,2023-07-12,Familia,Perdido,Tutela o curatela
1648,125,14,Unde quisquam mollitia ut maiores quas amet.,En proceso,2020-09-20,2021-07-20,Mercantil,Pendiente,Quiebra o insolvencia
1649,651,18,Natus reiciendis animi totam pariatur atque.,Cerrado,2020-08-30,2025-04-24,Administrativo,Perdido,Multas municipales
1650,534,27,Doloribus adipisci inventore tempora totam aliquid impedit quaerat.,Abierto,2022-02-17,2022-09-01,Internacional Público,Pendiente,Extradición
1651,449,31,Vel voluptas eos incidunt expedita animi praesentium.,Cerrado,2021-05-11,2021-06-11,Internacional Privado,Acuerdo,Conflicto de leyes
1652,840,17,Quasi aspernatur maiores incidunt.,Abierto,2023-10-01,2023-10-25,Administrativo,Pendiente,Responsabilidad patrimonial del Estado
1653,226,11,Facere iste hic.,En proceso,2024-01-09,2024-12-12,Laboral,Pendiente,Negociación colectiva
1654,41,21,Saepe rem veniam excepturi dolore labore.,En proceso,2021-07-09,2024-09-17,Constitucional,Pendiente,Acción de amparo
1655,185,48,Dolore omnis soluta minima explicabo.,En proceso,2023-09-19,2025-04-26,Seguridad Social,Pendiente,Cotización incorrecta
1656,101,21,Error ut blanditiis in fugit aliquam beatae nisi.,En proceso,2023-05-18,2024-06-25,Constitucional,Pendiente,Acción de tutela
1657,322,21,Aliquam temporibus assumenda numquam ad deleniti ut in.,En proceso,2023-01-12,2024-12-14,Constitucional,Pendiente,Violación de derechos fundamentales
1658,595,54,Odit natus rem culpa.,Abierto,2022-08-01,2023-07-30,Informático,Pendiente,Ciberacoso
1659,442,21,Tempora porro natus.,En proceso,2024-03-16,2024-03-26,Constitucional,Pendiente,Conflicto de competencias
1660,74,14,Occaecati esse quas assumenda excepturi sapiente.,Abierto,2022-03-12,2023-11-18,Mercantil,Pendiente,Competencia desleal
1661,994,8,Et enim possimus minima ullam laudantium omnis.,Abierto,2022-09-25,2024-10-19,Civil,Pendiente,Daños y perjuicios
1662,50,17,Sed eum itaque tempora dolorem adipisci impedit sit.,Abierto,2021-02-09,2024-03-25,Administrativo,Pendiente,Contratación pública
1663,70,48,Eos quo nam quo aut.,Cerrado,2021-06-01,2023-06-21,Seguridad Social,Acuerdo,Reclamación de pensión
1664,821,54,Illum ducimus cum itaque.,Abierto,2024-02-20,2024-04-10,Informático,Pendiente,Contrato de software
1665,157,16,Excepturi quod nihil aliquam aut ipsum.,Abierto,2021-05-25,2023-01-22,Administrativo,Pendiente,Responsabilidad patrimonial del Estado
1666,42,45,Accusantium possimus sed minima voluptates et.,Abierto,2021-11-24,2025-01-13,Notarial y Registral,Pendiente,Actos de compraventa
1667,196,54,A libero beatae nobis.,En proceso,2021-02-26,2023-02-16,Informático,Pendiente,Hackeo o intrusión
1668,398,48,Officia at soluta aliquam voluptates autem repellendus.,En proceso,2022-07-14,2022-09-07,Seguridad Social,Pendiente,Cotización incorrecta
1669,871,48,Repudiandae ullam aliquid adipisci occaecati.,En proceso,2022-05-20,2024-01-26,Seguridad Social,Pendiente,Reintegro de prestaciones
1670,562,4,Iste doloremque eum suscipit illo.,Cerrado,2024-03-31,2025-02-22,Penal,Ganado,Robo o hurto
1671,966,18,Molestias mollitia numquam unde dolorem a.,Cerrado,2022-04-02,2023-08-29,Administrativo,Perdido,Multas municipales
1672,833,6,Doloribus natus recusandae.,En proceso,2023-10-15,2024-04-03,Civil,Pendiente,Reclamación por deuda
1673,1093,29,Voluptatibus perspiciatis quam non.,En proceso,2021-08-08,2023-02-21,Internacional Privado,Pendiente,Divorcio internacional
1674,1018,27,Voluptas tenetur quidem odio officiis praesentium magni eligendi.,En proceso,2023-06-23,2024-12-14,Internacional Público,Pendiente,Tratado internacional
1675,927,21,Temporibus hic deserunt qui dolorum suscipit quae.,Abierto,2023-10-07,2023-10-19,Constitucional,Pendiente,Habeas corpus
1676,476,4,Aliquam alias animi vel ea.,Cerrado,2023-01-14,2023-08-18,Penal,Perdido,Violencia de género
1677,637,36,Veniam eum unde eveniet ducimus a quis voluptatibus.,Cerrado,2024-03-06,2024-10-17,Procesal,Ganado,Revisión judicial
1678,347,6,Enim quibusdam corrupti quibusdam rem.,Abierto,2021-09-22,2023-05-22,Civil,Pendiente,Propiedad y posesión
1679,172,36,Laborum deserunt aspernatur maxime quas quibusdam a.,Abierto,2021-12-29,2022-11-15,Procesal,Pendiente,Competencia jurisdiccional
1680,1072,38,Et delectus esse consequuntur alias nesciunt beatae.,En proceso,2021-05-04,2024-12-18,Procesal,Pendiente,Medidas cautelares
1681,121,48,Libero unde debitis molestiae saepe architecto blanditiis reiciendis.,Cerrado,2021-10-13,2024-11-01,Seguridad Social,Perdido,Incapacidad permanente
1682,692,18,Necessitatibus in explicabo quod perferendis.,Abierto,2021-07-27,2023-02-23,Administrativo,Pendiente,Sanción administrativa
1683,12,21,Optio ullam pariatur fugiat distinctio accusantium.,Cerrado,2021-10-04,2025-02-26,Constitucional,Acuerdo,Acción de tutela
1684,1024,48,Non labore eveniet natus minima mollitia.,Cerrado,2021-12-10,2022-11-07,Seguridad Social,Acuerdo,Subsidio por enfermedad
1685,990,21,Veniam accusamus praesentium aspernatur.,En proceso,2020-10-04,2024-05-22,Constitucional,Pendiente,Habeas corpus
1686,216,54,Dolores odit unde tempora voluptate voluptatum.,Cerrado,2023-12-15,2024-12-15,Informático,Acuerdo,Delito informático
1687,28,27,Excepturi deleniti perspiciatis quisquam.,Abierto,2022-04-28,2023-05-27,Internacional Público,Pendiente,Refugiados y asilo
1688,341,44,Dolorem dolorum voluptates dolorum.,Abierto,2020-07-07,2023-10-17,Notarial y Registral,Pendiente,Legalización de documentos
1689,80,54,Nobis cupiditate labore sint natus inventore.,Cerrado,2023-10-04,2025-03-06,Informático,Perdido,Protección de datos personales
1690,287,41,Voluptatibus dolore temporibus nisi dolores labore voluptatibus.,En proceso,2020-11-09,2022-10-29,Familia,Pendiente,Tutela o curatela
1691,19,27,Aliquid tempore iure commodi molestiae dolores vitae ratione.,Cerrado,2022-03-19,2022-10-21,Internacional Público,Ganado,Tratado internacional
1692,556,18,Enim blanditiis magnam harum explicabo sint vero.,En proceso,2022-05-31,2023-04-15,Administrativo,Pendiente,Recursos administrativos
1693,340,38,Commodi dignissimos cum architecto expedita expedita.,Abierto,2023-11-09,2025-04-06,Procesal,Pendiente,Ejecución de sentencia
1694,761,32,Laboriosam laborum voluptas magnam beatae libero.,En proceso,2022-06-09,2023-02-07,Ambiental,Pendiente,Licencia ambiental
1695,948,17,Exercitationem excepturi dolorum dolores eligendi incidunt mollitia.,Abierto,2020-12-20,2021-01-04,Administrativo,Pendiente,Recursos administrativos
1696,337,44,Iusto harum natus animi vel dolorum tempora.,En proceso,2021-01-21,2021-04-28,Notarial y Registral,Pendiente,Actos de compraventa
1697,21,54,Aliquid sed ea.,Cerrado,2023-01-28,2024-07-09,Informático,Perdido,Protección de datos personales
1698,138,11,Quidem vel inventore illo qui delectus vero.,Abierto,2021-06-06,2024-03-12,Laboral,Pendiente,Reclamación de salarios
1699,409,44,Consectetur explicabo ab explicabo autem ullam eveniet.,En proceso,2023-07-22,2024-05-07,Notarial y Registral,Pendiente,Escritura pública
1700,678,32,Deleniti porro excepturi numquam.,Abierto,2021-02-19,2024-07-17,Ambiental,Pendiente,Contaminación
1701,321,38,Iste quis adipisci tempora.,Abierto,2022-12-23,2023-07-05,Procesal,Pendiente,Ejecución de sentencia
1702,707,41,Expedita voluptatibus necessitatibus.,En proceso,2022-01-19,2025-02-01,Familia,Pendiente,Divorcio
1703,583,14,Quas culpa ducimus ex optio tempora repudiandae autem.,Cerrado,2020-06-09,2025-04-16,Mercantil,Acuerdo,Registro de marca
1704,826,17,Itaque sapiente dicta sequi possimus.,Cerrado,2020-07-12,2024-04-12,Administrativo,Acuerdo,Responsabilidad patrimonial del Estado
1705,159,41,Maiores saepe similique iure debitis.,En proceso,2022-12-14,2023-08-20,Familia,Pendiente,Custodia de menores
1706,574,6,Ut porro quas corporis quam aliquam maxime.,Abierto,2020-06-08,2020-12-02,Civil,Pendiente,Reclamación por deuda
1707,260,36,Quam officia suscipit debitis.,En proceso,2020-10-07,2021-03-20,Procesal,Pendiente,Medidas cautelares
1708,677,41,Perferendis corrupti sit iusto aliquid alias.,En proceso,2024-02-28,2025-01-18,Familia,Pendiente,Tutela o curatela
1709,970,38,Ex illo nulla excepturi culpa.,Abierto,2024-04-15,2024-10-13,Procesal,Pendiente,Nulidad procesal
1710,444,2,Officia itaque commodi quo quo ipsam.,Abierto,2022-10-31,2024-11-23,Penal,Pendiente,Delitos informáticos
1711,294,36,Saepe quaerat magni magni assumenda corrupti excepturi.,Abierto,2021-06-13,2021-10-28,Procesal,Pendiente,Competencia jurisdiccional
1712,663,54,Ducimus doloribus incidunt hic voluptate pariatur.,Abierto,2023-02-06,2024-05-02,Informático,Pendiente,Delito informático
1713,872,11,Rerum quo incidunt voluptates neque corporis architecto.,En proceso,2022-03-24,2022-08-13,Laboral,Pendiente,Reinstalación
1714,1025,21,Doloribus sunt repellat amet inventore consequuntur.,Abierto,2024-02-18,2025-03-23,Constitucional,Pendiente,Acción de tutela
1715,773,32,Sed recusandae eveniet nemo id.,Cerrado,2024-02-11,2025-04-06,Ambiental,Acuerdo,Sanción ambiental
1716,1070,21,Odit hic assumenda amet.,Cerrado,2022-09-09,2025-03-30,Constitucional,Acuerdo,Acción de amparo
1717,341,36,Officia ex eius id sunt rerum.,En proceso,2023-09-01,2023-10-16,Procesal,Pendiente,Ejecución de sentencia
1718,896,44,Porro voluptate ipsam eaque culpa sequi.,En proceso,2021-07-01,2025-02-21,Notarial y Registral,Pendiente,Legalización de documentos
1719,514,31,Animi incidunt voluptatum eligendi.,En proceso,2021-05-11,2022-04-13,Internacional Privado,Pendiente,Conflicto de leyes
1720,714,32,Eum unde corporis nam velit molestiae.,Abierto,2024-05-01,2025-05-25,Ambiental,Pendiente,Contaminación
1721,955,54,Aut consequuntur at itaque adipisci ipsa voluptates.,En proceso,2021-06-27,2024-12-25,Informático,Pendiente,Ciberacoso
1722,438,45,Animi distinctio minima aliquam.,En proceso,2021-11-16,2025-02-05,Notarial y Registral,Pendiente,Registro de propiedad
1723,767,14,Blanditiis rem ipsam repudiandae tempore dolor iste laboriosam.,Abierto,2021-01-01,2025-02-17,Mercantil,Pendiente,Registro de marca
1724,906,2,Perspiciatis minus animi ullam.,Cerrado,2023-01-19,2023-04-11,Penal,Acuerdo,Homicidio
1725,673,4,Deleniti voluptatem praesentium.,Abierto,2022-10-14,2024-01-20,Penal,Pendiente,Lesiones personales
1726,27,18,Architecto explicabo magnam officia.,En proceso,2023-11-14,2024-04-09,Administrativo,Pendiente,Recursos administrativos
1727,981,4,Nostrum vero voluptatem nobis facilis consectetur consequatur.,Cerrado,2022-12-30,2023-06-06,Penal,Ganado,Narcotráfico
1728,562,45,Minus saepe quo temporibus pariatur laboriosam reiciendis.,En proceso,2021-11-18,2025-02-22,Notarial y Registral,Pendiente,Escritura pública
1729,965,36,Sed quia in ducimus quisquam veniam aliquid.,En proceso,2021-10-25,2022-04-09,Procesal,Pendiente,Revisión judicial
1730,356,29,Fugit dicta occaecati excepturi.,Cerrado,2021-02-13,2022-12-01,Internacional Privado,Acuerdo,Reconocimiento de sentencias extranjeras
1731,79,48,At repellendus alias sed laudantium repudiandae consectetur officia.,Cerrado,2020-12-31,2023-04-24,Seguridad Social,Ganado,Afiliación al sistema
1732,363,44,Occaecati consequuntur itaque dicta vitae suscipit.,Abierto,2020-07-17,2021-03-24,Notarial y Registral,Pendiente,Escritura pública
1733,115,27,Numquam distinctio nisi autem nulla veritatis.,Cerrado,2021-03-12,2024-02-23,Internacional Público,Acuerdo,Conflictos fronterizos
1734,200,4,Minus voluptatem praesentium labore nobis.,En proceso,2022-03-16,2022-03-20,Penal,Pendiente,Lesiones personales
1735,35,54,Labore alias et saepe iste reiciendis enim sint.,Cerrado,2021-05-11,2023-04-11,Informático,Acuerdo,Ciberacoso
1736,751,44,Doloribus veritatis modi tempora quis soluta aspernatur nisi.,En proceso,2020-07-15,2020-08-18,Notarial y Registral,Pendiente,Escritura pública
1737,853,41,Laborum similique optio cum alias provident.,En proceso,2021-05-28,2025-01-06,Familia,Pendiente,Violencia intrafamiliar
1738,396,2,Nihil pariatur distinctio ut.,En proceso,2023-05-15,2024-12-31,Penal,Pendiente,Homicidio
1739,172,45,A doloremque repudiandae magnam eligendi vero.,Abierto,2022-01-08,2022-03-21,Notarial y Registral,Pendiente,Legalización de documentos
1740,407,4,Aperiam nam explicabo adipisci.,En proceso,2020-09-26,2024-05-13,Penal,Pendiente,Fraude
1741,7,27,Incidunt soluta totam maxime sunt consequuntur doloremque.,Cerrado,2022-08-29,2024-10-16,Internacional Público,Perdido,Refugiados y asilo
1742,700,21,Soluta voluptatem facere ullam a cumque.,Cerrado,2021-03-12,2023-05-02,Constitucional,Acuerdo,Conflicto de competencias
1743,181,8,Nemo maxime provident suscipit excepturi dicta iure.,Abierto,2021-06-03,2024-05-12,Civil,Pendiente,Incumplimiento de contrato
1744,381,11,Eligendi fugiat similique.,Cerrado,2023-10-19,2024-09-08,Laboral,Acuerdo,Accidente de trabajo
1745,22,2,Repellendus provident autem.,Abierto,2020-12-04,2021-03-10,Penal,Pendiente,Narcotráfico
1746,167,21,Iure molestiae aliquam molestiae.,En proceso,2022-11-10,2024-02-19,Constitucional,Pendiente,Acción de tutela
1747,392,18,Aut a minus beatae odio animi.,En proceso,2022-12-04,2024-03-30,Administrativo,Pendiente,Contratación pública
1748,110,11,Ex voluptatem cum temporibus reprehenderit libero.,Cerrado,2023-06-20,2023-10-12,Laboral,Acuerdo,Reclamación de salarios
1749,288,11,Soluta occaecati sed sequi iure.,En proceso,2021-01-26,2022-06-12,Laboral,Pendiente,Reclamación de salarios
1750,386,27,Vero harum corrupti laudantium eaque ipsa eligendi.,Cerrado,2021-06-27,2025-01-04,Internacional Público,Ganado,Derechos humanos
1751,901,17,Nobis voluptatum error iusto enim velit.,Cerrado,2020-06-24,2020-08-26,Administrativo,Ganado,Multas municipales
1752,715,21,Odit facere a veritatis voluptatem pariatur aliquid hic.,En proceso,2023-05-17,2024-05-23,Constitucional,Pendiente,Habeas corpus
1753,350,31,Molestias maiores quasi eaque atque magnam.,Abierto,2024-04-26,2024-07-14,Internacional Privado,Pendiente,Adopción internacional
1754,1102,27,Ea sint sint omnis inventore doloremque voluptate quibusdam.,En proceso,2021-07-03,2024-08-28,Internacional Público,Pendiente,Derechos humanos
1755,711,45,Unde mollitia similique officiis perspiciatis labore explicabo.,En proceso,2022-11-22,2023-03-26,Notarial y Registral,Pendiente,Actos de compraventa
1756,425,48,Odio molestias facere quis tempora minus.,Cerrado,2020-07-21,2022-09-09,Seguridad Social,Acuerdo,Afiliación al sistema
1757,186,32,Quas exercitationem eaque illum sunt.,En proceso,2021-04-18,2024-06-24,Ambiental,Pendiente,Evaluación de impacto ambiental
1758,958,16,Corporis labore vitae eum exercitationem vero.,Cerrado,2023-04-22,2023-11-18,Administrativo,Ganado,Sanción administrativa
1759,974,32,Esse numquam deserunt placeat.,Abierto,2021-02-05,2025-05-19,Ambiental,Pendiente,Sanción ambiental
1760,763,38,Cupiditate autem qui beatae.,En proceso,2023-03-25,2024-01-10,Procesal,Pendiente,Competencia jurisdiccional
1761,661,41,Perspiciatis impedit sed harum impedit.,En proceso,2024-01-17,2024-11-08,Familia,Pendiente,Divorcio
1762,17,41,Consequuntur nostrum expedita iure odit.,Abierto,2022-08-25,2024-03-05,Familia,Pendiente,Adopción
1763,690,29,Natus quaerat sit neque occaecati adipisci voluptas.,En proceso,2023-07-10,2024-07-25,Internacional Privado,Pendiente,Conflicto de leyes
1764,628,11,Unde fuga commodi eos sint.,Abierto,2021-01-21,2022-08-14,Laboral,Pendiente,Reinstalación
1765,45,32,Aspernatur harum recusandae quibusdam totam incidunt corporis.,Cerrado,2023-08-24,2023-10-15,Ambiental,Acuerdo,Sanción ambiental
1766,818,38,Ex ut aspernatur exercitationem fugit deserunt enim error.,Cerrado,2021-09-09,2024-02-19,Procesal,Ganado,Ejecución de sentencia
1767,692,45,Sunt expedita perspiciatis quis animi.,Cerrado,2023-09-05,2024-02-09,Notarial y Registral,Acuerdo,Legalización de documentos
1768,480,16,Neque vitae voluptas laudantium magnam ducimus expedita.,En proceso,2021-03-25,2022-10-20,Administrativo,Pendiente,Sanción administrativa
1769,552,27,Nobis illum dignissimos libero doloremque.,En proceso,2021-02-16,2023-05-11,Internacional Público,Pendiente,Tratado internacional
1770,336,36,Dicta magnam maiores eaque laudantium ex alias.,En proceso,2024-03-30,2024-09-04,Procesal,Pendiente,Nulidad procesal
1771,1074,18,Quis similique dolor itaque mollitia quo accusamus.,Abierto,2021-09-18,2023-10-31,Administrativo,Pendiente,Responsabilidad patrimonial del Estado
