ID Caso,Horas Trabajadas,Gastos Administrativos,Otros Recursos,Monto Otros Recursos,Descripción
608,68,759.93,"Traducción de documentos, Gastos de digitalización, Gastos de mensajería, Copias certificadas",1311.25,"Traducción de documentos: $161.38, Gastos de digitalización: $250.31, Gastos de mensajería: $496.79, Copias certificadas: $402.77"
609,89,673.24,"Gastos de correspondencia, Gastos de mensajería, Copias certificadas",818.48,"Gastos de correspondencia: $224.38, Gastos de mensajería: $246.96, Copias certificadas: $347.14"
610,53,171.4,"Consultoría externa, Gastos de mediación",390.20000000000005,"Consultoría externa: $256.29, Gastos de mediación: $133.91"
611,66,493.41,"Gastos de digitalización, Peritaje, Gastos de mediación",1108.78,"Gastos de digitalización: $196.27, Peritaje: $487.51, Gastos de mediación: $425.0"
612,24,555.31,"Gastos de conciliación, Consultoría externa, Gastos de mediación",481.59000000000003,"Gastos de conciliación: $274.76, Consultoría externa: $80.18, Gastos de mediación: $126.65"
613,85,760.61,Gastos de mensajería,98.97,Gastos de mensajería: $98.97
614,65,669.69,"Gastos de mediación, Gastos de mensajería",486.13,"Gastos de mediación: $358.72, Gastos de mensajería: $127.41"
615,96,907.35,"Gastos de archivo, Gastos de digitalización",723.8,"Gastos de archivo: $313.35, Gastos de digitalización: $410.45"
616,25,121.43,Honorarios de testigos,303.43,Honorarios de testigos: $303.43
617,20,953.27,"Gastos de investigación, Gastos de mediación",426.28999999999996,"Gastos de investigación: $53.02, Gastos de mediación: $373.27"
618,49,518.19,"Tasas judiciales, Gastos de conciliación, Gastos de correspondencia, Traducción de documentos",1185.95,"Tasas judiciales: $213.52, Gastos de conciliación: $422.43, Gastos de correspondencia: $169.66, Traducción de documentos: $380.34"
619,54,461.68,"Desplazamientos, Consultoría externa, Gastos de archivo",1187.92,"Desplazamientos: $427.02, Consultoría externa: $309.53, Gastos de archivo: $451.37"
620,44,505.11,"Tasas judiciales, Gastos de investigación, Desplazamientos",1025.62,"Tasas judiciales: $271.2, Gastos de investigación: $404.11, Desplazamientos: $350.31"
621,52,704.09,"Desplazamientos, Gastos de correspondencia, Gastos de mensajería, Tasas judiciales",821.33,"Desplazamientos: $487.7, Gastos de correspondencia: $71.09, Gastos de mensajería: $208.75, Tasas judiciales: $53.79"
622,87,567.47,"Gastos de mensajería, Honorarios de testigos, Gastos de digitalización, Notificaciones",805.28,"Gastos de mensajería: $81.77, Honorarios de testigos: $213.69, Gastos de digitalización: $179.38, Notificaciones: $330.44"
623,80,729.85,"Notificaciones, Tasas judiciales, Honorarios de testigos, Gastos de mensajería",633.84,"Notificaciones: $383.18, Tasas judiciales: $113.78, Honorarios de testigos: $52.23, Gastos de mensajería: $84.65"
624,10,488.62,"Gastos de correspondencia, Gastos de archivo, Notificaciones, Gastos de digitalización",1378.59,"Gastos de correspondencia: $422.09, Gastos de archivo: $260.34, Notificaciones: $355.75, Gastos de digitalización: $340.41"
625,9,331.25,"Notificaciones, Gastos de mensajería, Desplazamientos, Gastos de conciliación",770.8399999999999,"Notificaciones: $140.98, Gastos de mensajería: $66.84, Desplazamientos: $123.0, Gastos de conciliación: $440.02"
626,16,336.56,"Gastos de mediación, Copias certificadas, Gastos de archivo, Gastos de digitalización, Gastos de correspondencia",1513.16,"Gastos de mediación: $419.36, Copias certificadas: $453.58, Gastos de archivo: $98.82, Gastos de digitalización: $100.42, Gastos de correspondencia: $440.98"
627,50,167.34,"Honorarios de testigos, Gastos de correspondencia, Consultoría externa, Tasas judiciales, Gastos de digitalización",1193.83,"Honorarios de testigos: $217.19, Gastos de correspondencia: $363.44, Consultoría externa: $209.97, Tasas judiciales: $306.28, Gastos de digitalización: $96.95"
628,82,507.76,"Honorarios de testigos, Tasas judiciales, Gastos de mediación",706.95,"Honorarios de testigos: $479.16, Tasas judiciales: $145.0, Gastos de mediación: $82.79"
629,74,691.06,"Gastos de investigación, Consultoría externa",721.76,"Gastos de investigación: $255.32, Consultoría externa: $466.44"
630,55,325.3,"Desplazamientos, Copias certificadas, Gastos de investigación, Gastos de digitalización, Consultoría externa",1680.88,"Desplazamientos: $370.42, Copias certificadas: $308.83, Gastos de investigación: $369.77, Gastos de digitalización: $385.05, Consultoría externa: $246.81"
631,73,210.4,"Honorarios de testigos, Gastos de investigación",294.84000000000003,"Honorarios de testigos: $224.18, Gastos de investigación: $70.66"
632,79,276.33,"Notificaciones, Gastos de mensajería, Desplazamientos, Gastos de archivo",941.98,"Notificaciones: $187.93, Gastos de mensajería: $261.74, Desplazamientos: $366.66, Gastos de archivo: $125.65"
633,92,630.87,"Notificaciones, Desplazamientos, Consultoría externa",1131.79,"Notificaciones: $437.0, Desplazamientos: $426.43, Consultoría externa: $268.36"
634,66,831.87,"Gastos de mediación, Gastos de digitalización, Gastos de archivo, Peritaje, Traducción de documentos",1713.09,"Gastos de mediación: $415.69, Gastos de digitalización: $51.77, Gastos de archivo: $344.74, Peritaje: $468.75, Traducción de documentos: $432.14"
635,12,190.77,"Honorarios de testigos, Gastos de digitalización, Gastos de mediación, Gastos de conciliación, Gastos de investigación",1733.98,"Honorarios de testigos: $438.74, Gastos de digitalización: $426.51, Gastos de mediación: $134.54, Gastos de conciliación: $479.8, Gastos de investigación: $254.39"
636,51,346.61,Gastos de archivo,68.66,Gastos de archivo: $68.66
637,53,475.37,"Gastos de digitalización, Gastos de mensajería",792.3900000000001,"Gastos de digitalización: $416.98, Gastos de mensajería: $375.41"
638,9,710.3,"Desplazamientos, Gastos de correspondencia, Copias certificadas",636.0600000000001,"Desplazamientos: $334.48, Gastos de correspondencia: $156.12, Copias certificadas: $145.46"
639,24,182.21,"Desplazamientos, Notificaciones",548.48,"Desplazamientos: $195.36, Notificaciones: $353.12"
640,35,227.03,"Honorarios de testigos, Gastos de correspondencia, Gastos de archivo, Consultoría externa",801.65,"Honorarios de testigos: $427.18, Gastos de correspondencia: $79.5, Gastos de archivo: $173.14, Consultoría externa: $121.83"
641,43,113.03,"Gastos de conciliación, Honorarios de testigos",248.18,"Gastos de conciliación: $72.17, Honorarios de testigos: $176.01"
642,81,148.7,"Gastos de mediación, Gastos de digitalización",293.88,"Gastos de mediación: $161.04, Gastos de digitalización: $132.84"
643,77,110.82,"Gastos de conciliación, Tasas judiciales, Peritaje, Notificaciones, Gastos de mensajería",1308.93,"Gastos de conciliación: $171.42, Tasas judiciales: $186.03, Peritaje: $404.48, Notificaciones: $88.72, Gastos de mensajería: $458.28"
644,90,540.57,"Notificaciones, Copias certificadas, Gastos de investigación, Honorarios de testigos, Gastos de digitalización",1625.0,"Notificaciones: $472.42, Copias certificadas: $108.15, Gastos de investigación: $441.43, Honorarios de testigos: $263.62, Gastos de digitalización: $339.38"
645,37,601.67,"Desplazamientos, Traducción de documentos, Tasas judiciales, Notificaciones",859.4200000000001,"Desplazamientos: $249.72, Traducción de documentos: $264.12, Tasas judiciales: $151.36, Notificaciones: $194.22"
646,64,902.18,"Gastos de correspondencia, Desplazamientos",330.42,"Gastos de correspondencia: $232.83, Desplazamientos: $97.59"
647,32,940.36,"Gastos de mediación, Gastos de digitalización, Notificaciones, Gastos de archivo, Gastos de mensajería",1612.04,"Gastos de mediación: $130.65, Gastos de digitalización: $368.51, Notificaciones: $424.52, Gastos de archivo: $482.77, Gastos de mensajería: $205.59"
648,37,525.29,"Gastos de investigación, Copias certificadas",552.73,"Gastos de investigación: $306.23, Copias certificadas: $246.5"
649,74,896.11,"Consultoría externa, Notificaciones, Gastos de mensajería",825.33,"Consultoría externa: $415.56, Notificaciones: $262.92, Gastos de mensajería: $146.85"
650,21,318.18,"Gastos de digitalización, Gastos de archivo, Peritaje, Copias certificadas, Tasas judiciales",1622.6399999999999,"Gastos de digitalización: $463.53, Gastos de archivo: $359.9, Peritaje: $99.34, Copias certificadas: $493.88, Tasas judiciales: $205.99"
651,51,765.46,"Tasas judiciales, Gastos de investigación, Traducción de documentos",975.86,"Tasas judiciales: $477.02, Gastos de investigación: $410.92, Traducción de documentos: $87.92"
652,91,688.1,"Peritaje, Gastos de digitalización",692.98,"Peritaje: $466.76, Gastos de digitalización: $226.22"
653,81,348.5,Peritaje,51.73,Peritaje: $51.73
654,55,244.33,"Desplazamientos, Gastos de mensajería",325.17,"Desplazamientos: $180.55, Gastos de mensajería: $144.62"
655,58,458.18,"Traducción de documentos, Gastos de mensajería, Notificaciones, Gastos de conciliación, Peritaje",1655.19,"Traducción de documentos: $334.19, Gastos de mensajería: $258.52, Notificaciones: $117.61, Gastos de conciliación: $463.93, Peritaje: $480.94"
656,45,912.21,"Tasas judiciales, Consultoría externa",403.37,"Tasas judiciales: $71.13, Consultoría externa: $332.24"
657,74,629.2,"Traducción de documentos, Peritaje, Gastos de archivo, Copias certificadas",727.0699999999999,"Traducción de documentos: $134.76, Peritaje: $387.77, Gastos de archivo: $148.12, Copias certificadas: $56.42"
658,90,961.61,"Honorarios de testigos, Consultoría externa",619.76,"Honorarios de testigos: $378.9, Consultoría externa: $240.86"
659,47,516.27,"Consultoría externa, Desplazamientos, Traducción de documentos",753.5600000000001,"Consultoría externa: $265.75, Desplazamientos: $298.73, Traducción de documentos: $189.08"
660,42,784.64,"Gastos de investigación, Copias certificadas, Gastos de digitalización, Notificaciones",1403.5,"Gastos de investigación: $370.28, Copias certificadas: $419.02, Gastos de digitalización: $209.17, Notificaciones: $405.03"
661,72,469.74,Honorarios de testigos,183.51,Honorarios de testigos: $183.51
662,20,197.4,"Honorarios de testigos, Tasas judiciales, Copias certificadas, Gastos de correspondencia",1577.65,"Honorarios de testigos: $487.79, Tasas judiciales: $390.33, Copias certificadas: $417.93, Gastos de correspondencia: $281.6"
663,68,807.08,"Honorarios de testigos, Gastos de mediación, Gastos de archivo, Gastos de correspondencia",1155.42,"Honorarios de testigos: $460.9, Gastos de mediación: $233.77, Gastos de archivo: $405.08, Gastos de correspondencia: $55.67"
664,34,225.7,"Gastos de mediación, Honorarios de testigos, Notificaciones, Gastos de conciliación",871.79,"Gastos de mediación: $306.22, Honorarios de testigos: $227.82, Notificaciones: $172.42, Gastos de conciliación: $165.33"
665,25,404.66,"Gastos de correspondencia, Notificaciones",576.29,"Gastos de correspondencia: $196.73, Notificaciones: $379.56"
666,80,471.89,"Tasas judiciales, Gastos de investigación",376.81,"Tasas judiciales: $108.71, Gastos de investigación: $268.1"
667,41,538.02,"Gastos de mensajería, Copias certificadas, Peritaje, Notificaciones",1035.43,"Gastos de mensajería: $328.47, Copias certificadas: $262.34, Peritaje: $295.31, Notificaciones: $149.31"
668,76,425.53,Gastos de archivo,400.62,Gastos de archivo: $400.62
669,44,129.64,"Gastos de archivo, Notificaciones",461.87,"Gastos de archivo: $124.79, Notificaciones: $337.08"
670,91,709.18,"Gastos de archivo, Desplazamientos, Notificaciones",774.53,"Gastos de archivo: $300.65, Desplazamientos: $61.51, Notificaciones: $412.37"
671,47,584.65,Gastos de correspondencia,295.6,Gastos de correspondencia: $295.6
672,89,979.29,"Gastos de conciliación, Tasas judiciales, Desplazamientos",659.36,"Gastos de conciliación: $256.06, Tasas judiciales: $330.67, Desplazamientos: $72.63"
673,44,712.01,"Desplazamientos, Gastos de correspondencia, Gastos de archivo, Gastos de mensajería",1396.4,"Desplazamientos: $359.52, Gastos de correspondencia: $149.89, Gastos de archivo: $468.18, Gastos de mensajería: $418.81"
674,44,262.69,"Consultoría externa, Notificaciones, Gastos de investigación, Gastos de mediación",1077.29,"Consultoría externa: $210.19, Notificaciones: $377.95, Gastos de investigación: $288.22, Gastos de mediación: $200.93"
675,59,228.48,"Gastos de conciliación, Notificaciones, Desplazamientos, Gastos de correspondencia",1342.84,"Gastos de conciliación: $304.5, Notificaciones: $432.62, Desplazamientos: $144.82, Gastos de correspondencia: $460.9"
676,25,249.08,"Gastos de mediación, Gastos de digitalización, Desplazamientos",1206.42,"Gastos de mediación: $464.82, Gastos de digitalización: $419.02, Desplazamientos: $322.58"
677,98,326.27,"Tasas judiciales, Notificaciones, Copias certificadas",921.3900000000001,"Tasas judiciales: $401.43, Notificaciones: $355.97, Copias certificadas: $163.99"
678,60,943.61,Peritaje,209.05,Peritaje: $209.05
679,98,781.98,"Traducción de documentos, Consultoría externa, Peritaje, Desplazamientos",1242.65,"Traducción de documentos: $441.54, Consultoría externa: $228.14, Peritaje: $275.97, Desplazamientos: $297.0"
680,94,816.68,"Tasas judiciales, Gastos de archivo, Notificaciones, Gastos de mensajería, Gastos de mediación",2010.6799999999998,"Tasas judiciales: $321.83, Gastos de archivo: $493.24, Notificaciones: $450.27, Gastos de mensajería: $389.26, Gastos de mediación: $356.08"
681,84,306.59,"Traducción de documentos, Consultoría externa, Desplazamientos",935.51,"Traducción de documentos: $329.71, Consultoría externa: $195.8, Desplazamientos: $410.0"
682,11,522.02,"Copias certificadas, Gastos de mediación, Gastos de investigación, Gastos de correspondencia, Traducción de documentos",1141.07,"Copias certificadas: $295.01, Gastos de mediación: $295.0, Gastos de investigación: $104.59, Gastos de correspondencia: $310.69, Traducción de documentos: $135.78"
683,22,668.47,"Tasas judiciales, Gastos de correspondencia",724.38,"Tasas judiciales: $321.11, Gastos de correspondencia: $403.27"
684,5,241.98,Gastos de conciliación,353.05,Gastos de conciliación: $353.05
685,8,105.31,"Traducción de documentos, Consultoría externa",525.14,"Traducción de documentos: $393.97, Consultoría externa: $131.17"
686,79,843.37,"Copias certificadas, Traducción de documentos",626.74,"Copias certificadas: $467.68, Traducción de documentos: $159.06"
687,92,634.28,Gastos de mensajería,395.61,Gastos de mensajería: $395.61
688,26,201.16,"Peritaje, Notificaciones, Copias certificadas, Traducción de documentos",1092.47,"Peritaje: $297.17, Notificaciones: $461.81, Copias certificadas: $267.76, Traducción de documentos: $65.73"
689,82,388.18,"Traducción de documentos, Gastos de investigación",666.6600000000001,"Traducción de documentos: $397.98, Gastos de investigación: $268.68"
690,94,194.68,Gastos de mediación,52.57,Gastos de mediación: $52.57
691,100,314.61,"Desplazamientos, Gastos de digitalización, Honorarios de testigos, Copias certificadas",919.06,"Desplazamientos: $419.37, Gastos de digitalización: $128.37, Honorarios de testigos: $182.31, Copias certificadas: $189.01"
